paper_nr	song_name	title	year	cited_by	doi
45	Here Comes the Sun	Urban Inertia and Dealing with the Disappeared in Postwar Beirut: A Perfect Day (2004) and Here Comes the Rain (2010)	2014	2	
46	Here Comes the Sun	Here comes the revolution - the European digital agenda	2014	13	10.1057/9781137032195
47	Here Comes the Sun	Photography's linguistic turn: On Werner Graeff's here comes the new photographer!	2013	0	
48	Here Comes the Sun	Here comes the science bit	2013	0	
49	Here Comes the Sun	Don't fear the reaper: Here comes the drone lobby	2013	1	
50	Here Comes the Sun	Here comes the cavalry: Glimmers of hope for a long-suffering newspaper	2013	0	
51	Here Comes the Sun	Analgesia in emergency departments: Here comes the sufentanyl...	2013	0	10.1016/j.douler.2013.02.002
52	Here Comes the Sun	Here comes the new: Deadwood and the historiography of capitalism	2013	6	
53	Here Comes the Sun	Here comes the judge	2013	0	10.1353/sew.2013.0109
54	Here Comes the Sun	Here comes the toothbus	2013	0	
55	Here Comes the Sun	Here comes the sausage: An empirical study of children's verbal communication during a collaborative music-making activity	2013	12	10.1080/14613808.2013.812626
56	Here Comes the Sun	Here comes the science bit	2012	0	
57	Here Comes the Sun	Here comes the baby carriage, but where goes our sex life? Sexuality and the transition to parenthood	2012	1	
58	Here Comes the Sun	Here comes the brand: Wedding media and the management of transformation	2012	15	10.1080/10304312.2012.630143
59	Here Comes the Sun	Here Comes the Judge: Violent Pacifism in the Book of Revelation	2012	10	
60	Here Comes the Sun	Ready or not, here comes the smart grid!	2012	160	10.1016/j.energy.2011.07.054
61	Here Comes the Sun	Here comes the bogeyman: Exploring contemporary issues in writing for children	2012	1	10.4324/9780203156872
62	Here Comes the Sun	Here comes the era of rare projects	2011	0	
63	Here Comes the Sun	Here comes the yuan: A city's bid to revive its fortunes through the local and the global	2011	0	
64	Here Comes the Sun	Here comes the judge: A small contribution to the study of French input into the vocabulary of the law in Middle English	2011	2	
65	Here Comes the Sun	Wetter world: Here comes the rain	2011	0	10.1016/S0262-4079(11)60631-3
66	Here Comes the Sun	Here COMes the future!	2010	0	
67	Here Comes the Sun	Passive radar: Here comes the new generation VERA-NG	2010	0	
68	Here Comes the Sun	Here comes the new Redditometro: Here's how to be prepared	2010	0	
69	Here Comes the Sun	The first case of multidrug-resistant NDM-1-harboring enterobacteriaceae in Taiwan: Here comes the superbacteria!	2010	23	10.1016/S1726-4901(10)70121-0
70	Here Comes the Sun	Here comes the electric nissan	2010	0	
71	Here Comes the Sun	Here comes the robotic brain!	2010	1	10.1007/978-3-642-15810-0_15
72	Here Comes the Sun	Here comes the money. Providers should begin to receive EHR incentive funds by end of January.	2010	0	
73	Here Comes the Sun	Chinese paperboard capacity expansion: Here comes the boxboard!	2010	0	
74	Here Comes the Sun	Here comes the semiotic species: Reflections on the semiotic turn in the cognitive sciences	2009	8	10.4324/9780203856550
75	Here Comes the Sun	Here comes the bride: An ethnographic content analysis of bridal books	2009	11	10.1080/08952830902952267
76	Here Comes the Sun	Never Mind the Web: Here Comes the Book	2009	0	10.1108/00242530910997991
77	Here Comes the Sun	Here comes the chickens	2009	0	
78	Here Comes the Sun	Here comes the (daughter of the) bride: Parental weddings in two contemporary girls' series books	2009	2	10.1007/s10583-007-9061-5
79	Here Comes the Sun	Here comes the Sunshine. Lawmakers eye physician-owned GPOs for reporting.	2009	0	
80	Here Comes the Sun	Outlook 2009: Healthcare IT: here comes the money.	2009	0	
81	Here Comes the Sun	Here Comes the New Boss	2009	0	10.1016/j.jacr.2009.01.001
82	Here Comes the Sun	Here comes the controversial new sugar substitute stevia. Soon it could sweeten foods from yogurt to diet soda.	2008	1	
83	Here Comes the Sun	'Here comes the judge'(with absent left arm swing)	2008	0	10.3109/9780203008454-90
84	Here Comes the Sun	Here comes the son: A shandean project	2008	1	10.3138/9781442687349-014
85	Here Comes the Sun	Never Mind the Web: Here Comes the Book	2008	24	10.1533/9781780632162
86	Here Comes the Sun	Never mind the Web. Here comes the book.: Continuity and discontinuity in the fate of reading	2008	3	10.2959/logo.2008.19.3.151
87	Here Comes the Sun	Here comes the future: The network south - A portrait	2007	0	
88	Here Comes the Sun	Here comes the bear	2007	0	
89	Here Comes the Sun	Here comes the scan	2007	0	
90	Here Comes the Sun	Here comes the Nazarene: Conrad's treatment of the Serani and the racial politics of empire	2007	2	10.1353/cnd.2008.0001
91	Here Comes the Sun	Drug discovery: here comes the worm.	2006	26	10.1021/cb600221m
92	Here Comes the Sun	Here comes the 'cybernators'!	2006	6	10.1016/j.clsr.2006.07.005
93	Here Comes the Sun	Here comes the future [10]	2006	0	10.1377/hlthaff.25.2.570-b
94	Here Comes the Sun	Here comes the Fiance	2006	0	
95	Here Comes the Sun	Ready or not! Here comes the value-driven health care system.	2006	0	
96	Here Comes the Sun	Here comes the gift horse	2006	1	10.1038/nmat1682
97	Here Comes the Sun	Here comes the real bride: Anna de Austria and the birth of theater in Spain	2006	1	
98	Here Comes the Sun	Here comes the NPI.	2005	0	
99	Here Comes the Sun	Here comes the judge	2005	0	
100	Here Comes the Sun	Here comes the Chief Supply Chain Officer	2005	0	
101	Here Comes the Sun	Here comes the cycling squad!	2005	0	10.1038/nrm1582
102	Here Comes the Sun	Here comes the flood	2005	0	
103	Here Comes the Sun	Here comes the middle age: One who could save! A short and painful discussion of the more clamorous cultural swindle in the history of western music	2005	0	
104	Here Comes the Sun	Ready or not, here comes the future	2005	0	
105	Here Comes the Sun	For the dental patient. Here comes the bride ... and her teeth are nice and bright.	2004	0	10.14219/jada.archive.2004.0259
106	Here Comes the Sun	Here comes the mayor	2004	0	
107	Here Comes the Sun	Here comes the crash	2004	0	
108	Here Comes the Sun	Here comes the revolution	2004	0	
109	Here Comes the Sun	Here comes the judge: The influence of judge personal characteristics on federal sexual harassment case outcomes	2003	52	10.1023/A:1021678912133
110	Here Comes the Sun	Here comes the judge - Duties and responsibilities of design professionals when deciding disputes	2003	8	10.1061/(ASCE)1052-3928(2003)129:3(177)
111	Here Comes the Sun	Here comes the rain...	2003	2	
112	Here Comes the Sun	Here comes the new wave: Rx-to-OTC switches represent a huge professional and marketing opportunity. Are R.Ph.s ready?	2003	0	
113	Here Comes the Sun	Here comes the press!	2002	0	
114	Here Comes the Sun	Here comes the real bride: Anna de Austria and the birth of theater in Spain	2002	0	
115	Here Comes the Sun	New kids on the block. Here comes the next generation of workers: they have Gen Xers' energy and skills, with a new attitude.	2001	8	
116	Here Comes the Sun	Here comes the rain	2001	3	
117	Here Comes the Sun	Whose monastery is it anyway? translating culture in here comes the messiah!	2001	0	10.1080/07374836.2001.10523783
118	Here Comes the Sun	Here comes the show of shows!	2000	0	
119	Here Comes the Sun	Like a fly's eye: here comes the physically flexible imager	2000	0	
120	Here Comes the Sun	Here comes the judge.	2000	0	
121	Here Comes the Sun	Here comes the self-help revolution in mental health	2000	50	10.1037/0033-3204.37.4.370
122	Here Comes the Sun	Here comes the NICE [2]	2000	0	
123	Here Comes the Sun	Here comes the personal color proofing engine: Smashing bang for the buch	1997	0	
124	Here Comes the Sun	Here comes the BBJ	1997	0	
125	Here Comes the Sun	Move over, PC - here comes the tabletop accelerator	1996	0	
126	Here Comes the Sun	Here comes the hot-dipper	1995	0	
127	Here Comes the Sun	'Here comes the bride': The making of a 'modern traditional' wedding in western culture	1993	47	10.3138/jcfs.24.3.403
128	Here Comes the Sun	Here Comes the Multimedia Generation! Ready? Or not? (abstract)	1993	0	10.1145/169073.169525
129	Here Comes the Sun	Here comes the roving pregnancy monitors.	1993	0	
130	Here Comes the Sun	Here comes the era of the volunteer.	1991	1	
131	Here Comes the Sun	Watch out! Here comes the greenhouse	1990	2	10.1126/science.248.4955.549-b
132	Here Comes the Sun	Here comes the Heathrow express	1990	0	
133	Here Comes the Sun	Here comes the judge!	1988	0	
134	Here Comes the Sun	Here comes the big new cleanup	1988	7	
135	Here Comes the Sun	Here Comes the Judge! The Origins of Baseball's Commissioner System and American Legal Culture	1987	2	10.1111/j.0022-3840.1987.00129.x
136	Here Comes the Sun	HERE COMES THE BILLION-TRANSISTOR IC.	1987	3	
137	Here Comes the Sun	Move over Rotary and Kiwanis--here comes the Men's Club.	1985	0	
138	Here Comes the Sun	Here comes the computer.	1983	0	
139	Here Comes the Sun	Performance Appraisal: Here Comes the Judge	1981	1	10.2307/41164951
140	Here Comes the Sun	Here Comes the Artificial Heart: Are we introducing a halfway technology with halfway policymaking?	1978	1	10.1002/j.2326-1951.1978.tb01256.x
141	Here Comes the Sun	Microsystems: Here Comes the PET	1977	1	10.1109/C-M.1977.217533
142	Here Comes the Sun	Get ready! Here comes the trustbusters.	1976	0	
143	Here Comes the Sun	Rooty-toot-toot, here comes the substitute	1974	1	10.1007/BF02144927
144	All You Need Is Love	All You Need is XOR-Convolution: A Generalized Higher-Order Side-Channel Attack with Application to XEX/XE-based Encryptions	2025	0	10.46586/tches.v2025.i3.317-360
145	All You Need Is Love	All You Need Is SPACE: When Jailbreaking Meets Bias Audit and Reveals What Lies Beneath the Guardrails	2025	0	10.1609/aaai.v39i28.35249
146	All You Need Is Love	All You Need Is Statistical Modeling to Predict Epileptic Seizures in Advance	2025	0	10.1007/978-981-96-2647-2_25
147	All You Need Is Love	All You Need Is Your Voice: Emotional Face Representation with Audio Perspective for Emotional Talking Face Generation	2025	0	10.1007/978-3-031-73039-9_20
148	All You Need Is Love	Moving Object Segmentation: All You Need is SAM (and Flow)	2025	0	10.1007/978-981-96-0972-7_17
149	All You Need Is Love	All You Need Is a Guiding Hand: Mitigating Shortcut Bias in Deep Learning Models for Medical Imaging	2025	0	10.1007/978-3-031-72787-0_7
150	All You Need Is Love	All you need is rotation: Construction of developable strips	2024	0	10.1145/3687947
151	All You Need Is Love	"All you need is [somebody's] love ""third-party reproduction"" and the existential density of biological affinity"	2024	1	10.1007/s40592-024-00212-3
152	All You Need Is Love	All you need is compassion? a latent profile analysis of neglect and self-compassion on child mental health	2024	2	10.1016/j.jad.2024.07.096
153	All You Need Is Love	All You Need is Unary: End-to-End Unary Bit-stream Processing in Hyperdimensional Computing	2024	0	10.1145/3665314.3670834
154	All You Need Is Love	Eventually, all you need is a simple evolutionary algorithm (for neuroevolution of continuous control policies)	2024	0	10.1145/3638530.3664112
155	All You Need Is Love	All You Need Is Music: Supporting Medical Students' Emotional Development With a Music-Based Pedagogy	2024	1	10.1097/ACM.0000000000005709
156	All You Need Is Love	All you need is data preparation: A systematic review of image harmonization techniques in Multi-center/device studies for medical support systems	2024	24	10.1016/j.cmpb.2024.108200
157	All You Need Is Love	All you Need is Trust? Public Perspectives on Consenting to Participate in Genomic Research in the Sri Lankan District of Colombo	2024	2	10.1007/s41649-023-00269-y
158	All You Need Is Love	All You Need is LUV	2024	0	10.3917/anpsy1.242.0215
159	All You Need Is Love	All You Need Is Context: Clinician Evaluations of various iterations of a Large Language Model-Based First Aid Decision Support Tool in Ghana	2024	1	10.1109/ICHI61247.2024.00093
160	All You Need Is Love	'All you need is trust': examining trust, information sharing, and supplier performance perception in SMEs from a social exchange perspective	2024	1	10.1080/23311975.2024.2415523
161	All You Need Is Love	Is It Really Long Context if All You Need Is Retrieval? Towards Genuinely Difficult Long Context NLP	2024	0	10.18653/v1/2024.emnlp-main.924
162	All You Need Is Love	All You Need is Knowledge, Experience and Tools: A Framework for Integrating Digital Labour with White Collar Work	2024	0	10.1109/INTCEC61833.2024.10602875
163	All You Need Is Love	All You Need is Data: A Multimodal Approach in Understanding Driver Behavior	2024	1	10.1177/10711813241275942
164	All You Need Is Love	Knowlab's Submission to L+M Shared Task: All you need is continued pretraining of chemistry texts even for molecule captioning	2024	0	
165	All You Need Is Love	All You Need is Attention: Lightweight Attention-based Data Augmentation for Text Classification	2024	0	10.18653/v1/2024.findings-emnlp.752
166	All You Need Is Love	Love Is Not All You Need: Understanding the Association Between Relationship Status and Relationship Dysfunction With Self-Directed Violence in Veterans	2024	0	10.1080/13811118.2023.2237097
167	All You Need Is Love	All You Need is Sex for Diversity	2023	2	10.1007/978-3-031-29573-7_18
168	All You Need Is Love	Post-mix Vocoding and the making of All You Need Is Lunch	2023	0	
169	All You Need Is Love	Some Might Say All You Need Is Sum	2023	3	10.24963/ijcai.2023/464
170	All You Need Is Love	All You Need Is Fault: Zero-Value Attacks on AES and a New -Detection M&M	2023	4	10.46586/tches.v2024.i1.133-156
171	All You Need Is Love	Physics-Enhanced Bifurcation Optimisers: All You Need is a Canonical Complex Network	2023	7	10.1109/JSTQE.2023.3235334
172	All You Need Is Love	All You Need Is a Few Dots to Label CT Images For Organ Segmentation	2022	4	10.3390/app12031328
173	All You Need Is Love	All You Need Is a Second Look: Towards Arbitrary-Shaped Text Detection	2022	16	10.1109/TCSVT.2021.3068133
174	All You Need Is Love	All You Need is a Good Functional Prior for Bayesian Deep Learning	2022	38	
175	All You Need Is Love	All You Need is Source! A Study on Source-based Quality Estimation for Neural Machine Translation	2022	2	
176	All You Need Is Love	'All you need is... entrepreneurial attitudes': A deeper look into the propensity to start a business during the COVID-19 through a gender comparison (GEM data)	2022	8	10.1504/WREMSD.2022.120801
177	All You Need Is Love	All You Need is LUV: Unsupervised Collection of Labeled Images Using UV-Fluorescent Markings	2022	10	10.1109/IROS47612.2022.9981768
178	All You Need Is Love	All you need is Faith: Sainte Foy, Furta Sacra, and Saint Mary Magdalene	2022	2	10.1079/9781789249392.0006
179	All You Need Is Love	All You Need Is RAW: Defending Against Adversarial Attacks with Camera Image Pipelines	2022	4	10.1007/978-3-031-19800-7_19
180	All You Need Is Love	All you need is ... a network: The rise of interpretive public administration	2022	20	10.1111/padm.12817
181	All You Need Is Love	All you need is superword-level parallelism: systematic control-flow vectorization with SLP	2022	13	10.1145/3519939.3523701
182	All You Need Is Love	Editorial: 'All you need is immunotherapy': A new treatment paradigm in sight for early-stage, mismatch repair-deficient/microsatellite instability high gastrointestinal cancers?	2022	0	10.1097/CCO.0000000000000856
183	All You Need Is Love	DeepType 2: Superhuman Entity Linking All You Need Is Type Interactions	2022	6	10.1609/aaai.v36i7.20774
184	All You Need Is Love	All you need is time to generalise the Goman-Khrabrov dynamic stall model	2022	11	10.1017/jfm.2022.381
185	All You Need Is Love	All You Need Is Feedback: Communication with Block Attention Feedback Codes	2022	23	10.1109/JSAIT.2022.3223901
186	All You Need Is Love	All you need is guitar pedals: The communicative construction of material culture in YouTube product reviews	2022	5	10.1016/j.dcm.2022.100626
187	All You Need Is Love	All you need is logs: improving code completion by learning from anonymous IDE usage logs	2022	6	10.1145/3540250.3558968
188	All You Need Is Love	All you need is political love? Assessing the effects of partisan favouritism in Croatia's public procurement	2022	5	10.1016/j.ejpoleco.2021.102170
189	All You Need Is Love	All You Need Is Evidence: What We Know About Pneumonia in Children With Neuromuscular Diseases	2021	11	10.3389/fped.2021.625751
190	All You Need Is Love	All you need is air-Alternating activated sludge system BIOCOS without electromechanical equipment	2021	1	10.1002/wer.1516
191	All You Need Is Love	All You Need is DAG	2021	129	10.1145/3465084.3467905
192	All You Need Is Love	All You Need Is Sleep: the Effects of Sleep Apnea and Treatment Benefits in the Heart Failure Patient	2021	4	10.1007/s11897-021-00506-1
193	All You Need Is Love	All You Need is Transformer: RTT Prediction for TCP based on Deep Learning Approach	2021	1	10.1109/DSInS54396.2021.9670591
194	All You Need Is Love	All You Need is Color: Image Based Spatial Gene Expression Prediction Using Neural Stain Learning	2021	16	10.1007/978-3-030-93733-1_32
195	All You Need Is Love	All you need is self-determination: Investigation of PHD students' motivation profiles and their impact on the doctoral completion process	2021	32	10.28945/4702
196	All You Need Is Love	All you need is boundary: Toward arbitrary-shaped text spotting	2020	129	
197	All You Need Is Love	All you need is lod: Levels of detail in visual augmentations for the audience	2020	3	
198	All You Need Is Love	Versioned queries over RDF archives: All you need is SPARQL?	2020	3	
199	All You Need Is Love	All you need is higher accuracy? On the quest for minimum acceptable accuracy for medical artificial intelligence	2020	7	
200	All You Need Is Love	All You Need is Web: Visual Interaction with No Graphic Background	2020	2	10.1007/978-3-030-50726-8_1
201	All You Need Is Love	MIXED PRECISION DNNS: ALL YOU NEED IS A GOOD PARAMETRIZATION	2020	58	
202	All You Need Is Love	All you need is Low (rank): Defending against adversarial attacks on graphs	2020	267	10.1145/3336191.3371789
203	All You Need Is Love	All you need is light. Photorepair of uv-induced pyrimidine dimers	2020	54	10.3390/genes11111304
204	All You Need Is Love	Evaluating biomarkers as predictors of cancer therapy cardiotoxicity: all you need is a meta-analysis? Reply	2020	3	10.1002/ejhf.1834
205	All You Need Is Love	Evaluating biomarkers as predictors of cancer therapy cardiotoxicity: all you need is a meta-analysis?. Letter regarding the article 'Troponins and brain natriuretic peptides for the prediction of cardiotoxicity in cancer patients: a meta-analysis.'	2020	0	10.1002/ejhf.1826
206	All You Need Is Love	All You Need is a Second Look: Towards Tighter Arbitrary Shape Text Detection	2020	6	10.1109/ICASSP40776.2020.9053679
207	All You Need Is Love	Estimation of the causal effect of tourism advertising campaign All You Need is Ecuador on digital exposure	2020	0	10.1080/23737484.2019.1694459
208	All You Need Is Love	Arrogance of but all you need is a good index finger': A narrative ethics exploration of lack of universal funding of PSA screening in Canada	2020	2	10.1136/medethics-2019-105742
209	All You Need Is Love	3D Plant Phenotyping: All You Need is Labelled Point Cloud Data	2020	17	10.1007/978-3-030-65414-6_18
210	All You Need Is Love	All we need is love! (Someone who likes beer as much as you?)	2020	0	
211	All You Need Is Love	All you need is a few shifts: Designing efficient convolutional neural networks for image classification	2019	85	10.1109/CVPR.2019.00741
212	All You Need Is Love	All You Need is Cable TV?	2019	1	10.1080/00220388.2018.1506581
213	All You Need Is Love	'All you need is brand love': a critical review and comprehensive conceptual framework for brand love	2019	142	10.1080/0267257X.2019.1572025
214	All You Need Is Love	All you need is cash: Skewering a legend with the prefab four	2019	2	10.4324/9781351266642-38
215	All You Need Is Love	All you need is mentorship	2018	0	
216	All You Need Is Love	All you need is fats-For seizure control: Using amoeba to advance epilepsy research	2018	16	10.3389/fncel.2018.00199
217	All You Need Is Love	All you need is lovage: A rich and rewarding celebration of a meal	2018	0	
218	All You Need Is Love	All you need is shape: Predicting shear banding in sand with LS-DEM	2018	301	10.1016/j.jmps.2017.10.003
219	All You Need Is Love	All you need is control. Italian perspectives on acquisitive prescription of immovables	2018	2	
220	All You Need Is Love	"All you need is science, or is it?: Exploring scientific, theological and other ""ways of knowing"""	2018	1	10.4324/9781315451954-2
221	All You Need Is Love	All you need is not love: Are we really hard-wired to feel other people' s pain?	2018	1	
222	All You Need Is Love	All you need is beyond a good init: Exploring better solution for training extremely deep convolutional neural networks with orthonormality and modulation	2017	115	10.1109/CVPR.2017.539
223	All You Need Is Love	All You Need Is Time? Discrepancies between the European Court of Human Rights Case Law and Liberal Normative Theory on Long-Term Migrants	2017	2	10.1017/S0021223717000152
224	All You Need Is Love	All you need is facebook friends? Associations between online and face-to-face friendships and health	2017	27	10.3389/fpsyg.2017.00068
225	All You Need Is Love	All You Need Is Sleep	2016	5	10.1016/j.ebiom.2016.10.003
226	All You Need Is Love	All you need is log - Mathematics and models: Logarithms and exponential as tools to interpret real phenomena	2016	0	
227	All You Need Is Love	All You Need Is Mentorship	2016	0	10.1016/j.cell.2016.02.055
228	All You Need Is Love	All you need is a good init	2016	132	
229	All You Need Is Love	Positioning the cleavage furrow: All you need is Rho	2016	4	10.1083/jcb.201606010
230	All You Need Is Love	All you need is a dollar and a dream: Explaining the inverse relationship between socio-economic position and lottery play	2016	2	10.4324/9781315603599-18
231	All You Need Is Love	Restoring stem cells-all you need is NAD+	2016	17	10.1038/cr.2016.80
232	All You Need Is Love	All you need is export? Moroccan farmers juggling global and local markets	2015	3	10.4337/9780857939838.00024
233	All You Need Is Love	From system services freezing to system server shutdown in android: All you need is a loop in an app	2015	50	10.1145/2810103.2813606
234	All You Need Is Love	All you need is trust? An examination of inter-organizational supply chain projects	2015	141	10.1111/poms.12234
235	All You Need Is Love	All you need is trust - an analysis of trust measures communicated by cloud providers	2015	7	10.1007/978-3-319-26148-5_38
236	All You Need Is Love	'You don't need influence . . . all you need is your first opportunity!': The early broadcast talent show and the BBC	2014	5	10.7227/CST.9.1.3
237	All You Need Is Love	All you need is a red shirt and cap, And you are Sokol!	2014	0	
238	All You Need Is Love	Love is not all you need: A revolutionary approach to parental abuse	2014	3	10.1002/anzf.1069
239	All You Need Is Love	All you need is Darcy's equation to determine EOR success or failure	2013	10	
240	All You Need Is Love	All you need is .. resources: The effects of justice and support on burnout and turnover	2013	112	10.1177/0018726712462614
241	All You Need Is Love	Initiation of clathrin-mediated endocytosis: All you need is two?	2013	8	10.1002/bies.201200129
242	All You Need Is Love	All you need is health: Liberal and communitarian views on the allocation of health care resources	2013	1	10.4324/9780203010389-8
243	All You Need Is Love	All you need is trust? A critical review of the trust and entrepreneurship literature	2012	242	10.1177/0266242612439588
244	All You Need Is Love	Targeting sirtuin 1 to improve metabolism: All you need is NAD +?	2012	341	10.1124/pr.110.003905
245	All You Need Is Love	All you need is trust? A critical review of the trust and entrepreneurship literature	2012	1	10.4337/9781788119474.00018
246	All You Need Is Love	Burned out and fed up? Maybe all you need is a break	2011	0	
247	All You Need Is Love	All you need is a potato: The culinary performances of Grushenka Abramova	2011	0	10.1080/0740770X.2011.628455
248	All You Need Is Love	All You Need is Holt-Is the Socio-cultural Phenomenon a Problem for a Neorealist Ecological Psychology?	2011	1	10.1007/s12124-011-9161-z
249	All You Need Is Love	All you need is light, antimicrobial photoinactivation as an evolving and emerging discovery strategy against infectious disease	2011	216	10.4161/viru.2.6.17889
250	All You Need Is Love	Want to be a mentor? All you need is mentee	2010	0	
251	All You Need Is Love	All you need is time solar dyeing with natural dyes	2010	0	
252	All You Need Is Love	Solving the futures challenge - all you need is a 3LA	2010	6	10.1016/j.futures.2009.09.010
253	All You Need Is Love	All You Need Is a Mir-acle: The Role of Nontranslated RNAs in the Suppression of B Cell Chronic Lymphocytic Leukemia	2010	11	10.1016/j.ccr.2009.12.029
254	All You Need Is Love	All you need is flow!	2010	6	10.1016/j.resuscitation.2010.02.010
255	All You Need Is Love	Although It Helps, Love Is Not All You Need: How Caryl Rusbult Made Me Discover What Relationships Are All About	2010	1	10.1111/j.1475-6811.2010.01264.x
256	All You Need Is Love	When all you need is a dot	2009	0	
